order_id,product_id,add_to_cart_order,reordered
16663,35,5,1
16710,99,16,0
16762,35,10,0
16978,77,4,1
17003,45,1,1
17088,79,10,1
17108,45,3,1
17276,45,15,1
17284,63,30,1
17289,95,14,0
17302,45,13,0
17375,45,3,1
17522,23,6,0
17551,93,8,0
17568,45,6,1
17727,45,1,0
17735,45,10,0
17748,34,5,1
17754,96,2,0
17791,79,7,1
17961,45,4,1
18116,45,26,0
18183,32,2,1
18187,34,26,0
18272,32,7,1
18303,1,1,1
18325,45,5,0
18378,49,32,0
18437,45,5,0
18500,45,5,0
18529,49,10,1
18562,45,2,1
18567,49,3,1
18606,45,5,1
18697,45,11,0
18743,10,13,0
18759,45,5,1
18779,62,7,0
18864,45,8,1
18913,45,4,0
18983,28,3,1
18983,64,10,0
18999,45,7,0
19028,34,8,1
19108,45,7,1
19135,45,2,1
19163,99,6,1
19190,79,1,1
19193,45,8,1
19244,49,2,1
19318,34,3,1
19357,94,19,1
19402,94,23,1
19479,1,5,0
19495,45,7,0
19516,45,8,0
19540,45,5,0
19569,1,9,1
19576,37,22,1
19597,45,1,1
19756,95,35,1
19770,66,11,1
19785,45,13,1
19847,93,19,0
19879,1,12,0
19892,95,22,0
19929,66,12,1
19939,1,2,0
19989,1,1,0
19999,49,22,1
20003,45,1,1
20166,45,1,0
20206,95,2,0
20256,45,1,1
20259,93,5,1
20275,34,3,1
20294,79,18,1
20297,45,3,1
20327,54,14,0
20382,44,3,1
20478,93,16,1
20542,45,6,1
20682,37,3,0
20700,79,17,0
20803,45,5,1
20847,25,7,1
20855,34,8,0
20953,34,3,0
20954,95,6,0
21026,45,2,1
21083,97,7,1
21098,34,8,1
21229,34,15,0
21260,4,6,1
21314,49,1,1
21331,45,1,1
21459,79,13,0
21486,34,8,1
21487,30,2,0
21527,25,2,1
21610,54,1,1
21672,45,15,0
21688,34,14,1
21715,79,26,1
21885,94,18,0
21913,28,4,0
21915,25,17,0
22044,53,25,0
22060,95,4,0
22084,45,13,0
22086,49,12,1
22241,45,5,1
22302,75,1,0
22385,79,30,0
22385,84,32,0
22477,50,14,1
22604,25,9,0
22648,46,12,1
22795,79,16,1
22937,45,6,0
23076,34,7,0
23139,32,2,1
23156,95,7,0
23169,79,32,0
23202,1,3,0
23265,45,11,1
23267,12,10,1
23330,93,20,1
23373,95,11,0
23399,23,10,0
23572,14,4,0
23583,87,5,0
23599,10,8,0
23617,87,26,1
23619,45,15,0
23633,45,2,0
23671,34,6,1
23713,45,9,0
23766,45,6,1
23856,45,4,1
23920,94,3,1
23939,35,22,0
23964,45,10,0
24323,25,22,1
24367,1,2,1
24374,45,12,1
24391,10,8,1
24424,77,20,1
24438,45,4,1
24449,45,7,1
24474,45,6,1
24526,45,14,0
24556,45,2,1
24598,79,4,0
24602,45,8,0
24638,95,10,1
24669,95,2,1
24682,45,9,1
24691,46,14,1
24700,95,2,1
24725,28,4,0
24760,1,5,1
24761,23,4,1
24841,79,6,1
24932,45,2,1
24966,45,5,0
25003,34,12,1
25023,75,3,0
25028,54,8,1
25031,79,19,1
25033,45,7,1
25080,45,1,1
25165,45,3,1
25289,25,3,0
25293,25,13,1
25365,1,9,1
25373,45,7,1
25531,99,20,1
25610,45,8,1
25711,45,5,1
25741,45,14,1
25778,45,6,0
25787,28,5,0
25870,83,19,1
25904,45,14,1
25954,34,3,1
26211,45,9,1
26263,36,12,0
26313,45,21,1
26490,1,14,1
26513,79,8,1
26538,34,1,1
26571,18,8,1
26668,45,7,1
26704,87,6,0
26711,30,1,1
26730,94,18,0
26998,93,2,1
27073,45,3,1
27091,79,13,0
27134,25,6,1
27258,34,12,0
27446,25,6,1
27565,45,10,1
27576,83,1,1
27663,34,1,0
27730,49,6,1
27882,27,5,0
27894,32,11,1
27974,34,1,0
28004,45,10,0
28026,45,13,1
28040,49,2,0
28099,23,5,1
28278,45,5,0
28329,45,4,1
28332,25,37,1
28349,44,1,1
28378,45,7,1
28402,45,6,1
28449,63,9,0
28451,45,11,1
28531,45,2,1
28547,49,9,1
28571,99,2,1
28593,45,7,1
28662,9,15,1
28672,45,2,1
28689,45,5,1
28708,37,1,0
28734,34,2,1
28795,49,1,1
28795,34,15,1
28848,45,4,0
28875,54,62,0
28888,49,23,1
28951,49,11,1
28991,25,11,1
29010,45,12,1
29051,10,17,0
29053,79,6,1
29112,95,9,0
29164,45,1,1
29245,79,14,1
29266,34,2,1
29306,28,2,1
29318,95,3,0
29334,1,5,1
29373,10,1,0
29380,3,2,1
29439,25,20,0
29618,10,1,0
29642,45,31,0
29649,93,17,1
29744,49,8,1
29749,34,9,1
29968,45,10,1
30006,34,7,1
30130,34,1,0
30148,79,23,0
30217,54,2,0
30228,34,5,0
30324,50,7,1
30544,26,6,1
30643,45,13,1
30684,45,1,1
30736,100,5,0
30754,23,9,0
30894,79,5,0
30904,10,6,0
30924,23,25,1
30930,34,12,0
30983,45,6,0
31170,34,33,1
31332,95,8,0
31427,34,17,1
31475,28,1,0
31553,93,3,1
31592,45,6,1
31653,45,8,1
31814,45,1,1
31845,99,20,1
31855,63,7,0
31876,37,10,1
31941,45,18,0
32045,45,13,0
32101,34,2,1
32183,79,7,1
32212,87,3,1
32253,45,9,1
32254,79,2,1
32300,45,13,1
32457,45,1,1
32460,79,5,0
32552,37,7,0
32648,45,21,0
32743,25,22,1
32876,45,4,0
33117,45,25,1
33159,95,5,0
33205,95,20,0
33281,26,5,1
33294,45,4,1
33326,45,5,1
33338,45,13,1
33365,45,42,0
33444,45,3,1
33461,45,16,1
33517,63,14,1
33523,25,9,1
33539,23,12,0
33565,79,9,0
33568,45,2,1
33675,1,10,1
33855,49,14,1
33881,45,4,0
33906,79,4,1
33924,45,4,1
34015,25,2,1
34045,45,14,0
34051,34,9,1
34059,95,11,0
34106,95,12,0
34216,34,15,0
34306,79,5,0
34340,1,14,0
34361,34,3,0
34380,57,8,0
34435,49,3,1
34521,95,15,0
34541,94,15,0
34631,45,8,1
34689,25,21,0
34704,43,7,0
34770,37,1,0
34839,36,8,1
34860,45,3,0
34921,45,4,0
34977,95,2,0
35096,98,11,1
35269,34,2,0
35284,77,2,1
35350,45,4,1
35436,45,9,1
35445,63,5,0
35508,45,2,1
35514,45,9,1
35560,99,10,1
35602,10,1,1
35676,79,11,0
35711,94,5,0
35749,45,5,1
35803,65,14,0
35835,45,18,1
35937,45,9,1
36052,32,11,0
36120,79,8,0
36141,45,7,0
36192,95,5,0
36203,63,4,1
36403,45,3,1
36523,45,4,1
36695,45,7,1
36749,95,7,0
36772,25,3,1
36816,95,3,0
36851,45,9,1
36854,12,1,1
36866,66,14,1
36875,3,1,0
36943,32,2,0
36950,34,12,0
36986,98,4,1
36997,79,35,1
37025,95,1,1
37091,45,11,0
37096,28,1,0
37153,100,3,0
37187,34,4,1
37200,63,7,1
37268,97,2,1
37436,95,12,0
37455,87,15,1
37511,45,2,1
37717,45,7,0
37879,45,10,1
37952,54,9,0
38058,45,14,0
38126,45,9,0
38227,45,6,1
38255,1,6,1
38272,87,22,1
38276,45,6,1
38282,81,13,0
38403,34,3,1
38433,45,4,0
38463,63,1,1
38467,49,6,1
38520,79,21,1
38565,87,8,0
38590,74,26,0
38633,45,12,1
38662,37,2,1
38678,83,2,1
38713,34,6,1
38823,28,14,0
38914,77,1,1
38922,45,1,1
38944,1,6,0
39024,45,5,0
39068,45,30,1
39071,45,3,1
39160,95,5,0
39191,45,9,0
39254,87,2,0
39258,49,8,1
39647,10,1,1
39753,47,4,1
39779,45,3,1
39820,34,6,1
39861,45,4,1
39882,34,8,0
39894,12,4,1
40282,45,6,0
40331,45,4,0
40345,34,10,0
40420,79,3,0
40430,34,10,0
40463,45,7,0
40484,47,3,1
40551,34,2,1
40604,45,19,0
40651,63,13,1
40651,79,16,1
40740,45,14,0
40820,45,3,0
40920,34,13,0
40957,45,10,1
40959,79,9,1
40979,26,4,1
40986,45,4,1
41037,37,7,1
41062,37,21,0
41089,34,5,0
41093,34,3,1
41101,95,5,0
41169,53,7,1
41238,45,7,0
41250,93,7,1
41319,93,7,1
41427,28,1,0
41448,54,2,1
41654,34,12,0
41671,45,4,1
41690,45,16,1
41712,96,3,0
41853,34,5,1
42022,45,7,1
42168,45,27,1
42226,23,10,0
42314,45,2,1
42342,49,13,0
42467,10,9,0
42543,79,8,1
42603,25,3,1
42704,45,5,1
42831,23,19,1
42928,34,11,0
42963,34,17,1
43007,26,30,0
43050,4,2,1
43082,36,3,0
43097,79,1,0
43148,54,2,0
43173,45,1,1
43257,63,1,0
43274,45,11,1
43285,63,9,1
43445,45,9,1
43501,87,13,0
43552,77,10,1
43556,63,16,1
43569,45,2,0
43637,45,7,1
43669,1,5,1
43681,37,2,0
43698,10,10,1
43724,34,9,1
43855,95,18,0
43937,79,29,0
43966,79,15,0
44030,35,5,1
44071,93,7,0
44073,45,9,1
44096,25,16,0
44236,45,11,0
44326,1,2,1
44375,45,6,1
44381,34,8,0
44413,79,26,1
44419,100,4,1
44432,45,3,1
44474,45,7,1
44485,23,6,0
44532,45,7,1
44536,65,11,0
44725,79,20,0
44728,95,3,1
44908,79,27,1
44952,70,1,0
44990,1,4,1
45072,34,2,1
45110,45,25,1
45341,45,2,1
45345,49,7,0
45355,10,1,0
45391,45,3,1
45417,28,3,0
45488,34,18,1
45566,10,1,0
45577,54,2,1
45617,34,5,1
45691,54,7,1
45696,36,15,0
45719,79,3,0
45755,45,12,1
45833,10,25,0
45910,37,12,1
45914,10,7,1
45990,35,14,0
46035,36,10,0
46049,45,3,1
46058,45,5,0
46153,45,5,0
46164,34,19,0
46213,47,8,1
46222,45,3,1
46250,83,16,0
46278,45,15,0
46292,45,10,1
46405,10,12,0
46439,79,1,1
46462,95,3,0
46498,23,5,0
46529,34,2,0
46545,34,3,1
46572,46,10,0
46639,95,2,0
46784,67,7,1
46813,23,11,0
46872,45,6,1
46937,45,1,1
47010,47,23,1
47122,1,6,1
47239,87,11,1
47275,45,3,1
47320,45,21,0
47410,94,12,1
47469,34,10,0
47539,1,4,1
47541,4,21,0
47558,45,1,1
47612,45,2,1
47655,45,7,1
47792,45,3,0
47823,79,9,0
48114,63,1,0
48179,79,24,1
48237,45,9,1
48249,45,5,1
48284,1,3,1
48298,34,6,1
48360,45,7,0
48473,34,8,0
48508,34,17,0
48532,45,6,1
48583,34,7,1
48600,83,4,1
48718,45,3,0
48790,45,10,0
48889,10,2,1
48941,99,11,1
48964,10,22,0
48968,45,1,1
49184,93,15,0
49188,45,22,1
49227,34,11,0
49281,93,9,1
49315,10,22,1
49363,45,7,1
49464,54,31,1
49471,34,1,1
49479,37,1,1
49525,54,1,0
49528,45,5,0
49531,45,2,1
49535,93,10,1
49629,1,1,0
49746,53,15,1
49769,1,4,1
49780,45,9,1
49808,45,2,0
49851,45,15,1
50019,23,5,1
50072,45,1,1
50135,45,8,0
50137,45,6,0
50144,25,3,0
50194,66,2,0
50236,49,17,0
50289,28,4,1
50376,45,3,1
50409,79,6,0
50465,79,2,0
50515,45,1,1
50630,45,10,1
50654,45,1,1
50696,93,1,1
50741,54,1,1
50757,34,4,1
50779,25,7,1
50850,45,3,0
50880,84,32,0
50963,45,2,1
51035,45,3,0
51112,34,12,0
51129,79,5,0
51166,45,12,0
51451,45,7,1
51510,34,18,0
51513,45,7,1
51550,37,7,0
51756,93,6,1
52097,47,17,1
52104,45,18,1
52139,95,16,0
52139,49,18,0
52192,34,20,0
52218,45,8,0
52234,86,1,1
52272,45,11,0
52286,25,21,0
52332,94,2,1
52348,45,4,1
52388,45,6,0
52390,49,5,1
52441,34,7,1
52472,45,3,0
52515,79,12,1
52715,45,7,0
52768,1,1,1
52774,93,2,1
52881,79,8,1
52959,34,8,1
53010,49,13,1
53071,45,2,1
53131,34,11,1
53184,45,14,0
53201,94,9,1
53338,54,2,0
53362,4,7,0
53410,45,6,1
53452,46,7,0
53515,33,16,1
53706,79,2,1
53959,45,8,0
53963,10,2,1
54007,45,6,1
54118,100,10,1
54149,10,15,1
54149,79,28,0
54349,45,2,0
54412,1,5,1
54450,45,16,0
54458,45,1,0
54526,45,14,1
54531,23,13,0
54583,63,33,1
54584,95,2,0
54616,34,9,1
54638,45,7,1
54667,45,11,1
54707,95,7,0
54715,96,18,0
54785,45,13,1
54812,45,10,1
54883,28,5,1
54957,45,35,1
54989,34,7,0
55034,79,12,1
55070,45,2,1
55096,95,34,0
55375,93,5,0
55376,47,4,1
55410,45,19,1
55471,44,6,0
55536,93,2,1
55652,45,16,0
55664,23,9,1
55717,63,42,1
55752,79,5,0
55987,79,21,1
56014,45,10,1
56048,34,9,1
56170,45,5,0
56228,95,25,0
56319,41,7,1
56336,36,6,0
56393,87,9,0
56396,1,6,0
56459,45,12,1
56515,74,2,0
56530,45,12,0
56746,75,2,0
56811,1,1,1
56854,45,10,1
56893,93,10,1
56908,93,5,0
56909,45,1,0
56927,95,8,0
56984,30,5,0
57020,25,16,1
57036,83,15,0
57043,93,7,1
57046,49,3,0
57086,45,2,1
57189,34,3,0
57246,18,9,0
57258,45,8,1
57259,37,20,0
57274,87,8,0
57290,45,9,1
57292,93,3,1
57421,34,8,0
57503,1,3,1
57512,45,4,1
57546,53,22,1
57576,34,11,0
57596,34,5,1
57647,79,16,1
57660,87,5,0
57691,49,7,1
57694,45,3,1
57827,94,3,1
57903,93,4,1
57903,42,21,0
58027,45,3,1
58058,54,24,0
58081,79,1,1
58086,45,5,1
58111,87,1,0
58127,45,6,1
58199,45,6,1
58214,45,17,0
58218,34,13,1
58243,27,8,0
58264,63,9,0
58297,45,2,1
58299,45,14,1
58322,74,3,0
58367,45,11,1
58372,79,3,0
58497,34,7,0
58509,10,13,0
58638,83,26,0
58691,1,14,1
58780,70,1,0
58913,34,4,0
58922,25,7,1
58950,34,11,1
59102,2,15,0
59278,95,17,0
59399,56,5,0
59493,66,17,0
59574,45,7,1
59663,79,7,1
59685,34,7,0
59783,45,6,1
59823,45,24,0
59849,45,1,1
59868,79,5,1
59870,34,13,0
59894,34,2,0
59898,45,17,0
59931,34,11,0
59978,55,7,0
60010,94,2,1
60066,45,5,1
60181,95,12,1
60182,94,5,1
60262,45,17,0
60282,34,2,1
60293,45,5,1
60315,45,20,1
60334,10,2,1
60381,45,21,1
60394,45,3,1
60423,95,3,0
60548,79,14,0
60603,45,23,0
60643,86,6,0
60654,45,5,1
60734,45,11,1
60911,34,21,0
60936,37,1,0
60953,93,10,1
61114,25,5,1
61164,45,3,1
61229,95,16,0
61567,45,1,1
61588,34,24,1
61606,97,6,1
61740,47,1,1
61761,87,8,1
61931,45,6,0
61952,45,21,1
61956,45,4,1
61966,79,28,1
62102,96,4,0
62158,45,13,1
62191,49,10,0
62227,79,19,1
62295,54,6,1
62319,18,8,0
62468,95,16,1
62497,45,3,1
62507,34,12,0
62558,95,4,0
62564,87,20,1
62657,26,1,1
62669,68,3,1
62754,45,13,0
62756,45,8,1
62784,25,34,1
62808,49,17,1
62918,26,1,1
62921,45,5,1
63016,79,6,1
63076,45,4,1
63206,45,12,1
63240,45,2,1
63275,34,11,0
63298,87,13,0
63569,34,16,0
63595,34,17,1
63602,45,3,0
63669,46,2,0
63708,45,14,1
63749,4,12,0
63814,45,2,1
63817,45,5,0
63822,45,4,1
63890,34,2,1
63915,79,20,1
64147,37,11,0
64154,10,4,0
64214,34,5,0
64361,45,1,0
64381,79,4,0
64383,49,10,0
64392,49,3,0
64434,95,4,0
64477,45,2,1
64527,45,1,1
64627,52,3,0
64640,95,5,1
64646,45,3,1
64695,25,2,1
64697,79,7,0
64743,25,12,0
64765,45,8,0
64798,34,3,0
64805,95,15,0
64807,45,23,0
65030,57,16,0
65051,45,5,0
65054,45,2,1
65074,10,6,1
65079,45,8,1
65097,34,3,1
65101,45,10,0
65103,45,2,0
65153,79,6,1
65238,93,4,1
65250,45,2,1
65283,79,8,1
65323,65,21,1
65344,45,4,1
65439,36,11,0
65446,45,5,1
65566,45,19,0
65567,100,7,1
65601,45,7,1
65753,79,20,1
65801,45,8,1
65881,63,11,0
65898,25,7,1
66071,74,14,0
66125,94,4,1
66253,45,8,1
66443,47,5,0
66522,34,2,1
66546,45,5,0
66554,45,19,1
66610,25,16,0
66664,45,5,1
66727,63,1,1
66768,8,15,0
66805,45,8,1
66822,45,5,0
66876,45,3,0
67055,45,11,0
67078,45,8,0
67141,45,9,1
67158,34,3,0
67199,15,1,1
67218,63,4,0
67249,12,14,0
67258,45,4,0
67285,45,5,0
67307,45,4,0
67383,37,17,0
67409,45,2,1
67423,79,6,1
67471,45,12,1
67486,95,14,1
67566,25,3,0
67833,34,12,1
67931,25,1,1
67966,79,13,0
67979,10,13,0
68024,34,3,1
68032,45,10,1
68062,28,2,1
68090,93,4,1
68205,79,1,0
68263,45,4,1
68373,95,12,0
68492,45,6,0
68606,79,21,1
68653,45,4,1
68784,93,1,1
68789,45,22,1
68818,45,4,1
68871,47,8,1
69006,45,9,1
69036,45,6,1
69079,79,11,1
69101,79,7,0
69135,79,3,1
69184,93,3,1
69379,87,15,0
69386,45,1,1
69387,45,8,0
69455,59,4,0
69511,45,16,0
69521,95,4,0
69543,45,9,1
69599,83,15,0
69613,95,3,0
69838,45,7,1
69842,79,6,1
69868,93,5,0
69898,93,4,1
69957,79,16,0
69978,34,8,0
70083,45,16,0
70085,44,8,1
70202,79,9,0
70236,45,7,0
70288,45,6,1
70318,63,8,1
70325,45,16,1
70379,45,1,0
70430,34,6,1
70524,34,14,0
70599,93,15,0
70688,34,13,0
70800,1,3,1
70840,34,5,1
70880,26,5,1
71072,95,21,1
71129,45,13,1
71183,45,1,0
71221,79,1,0
71226,34,7,1
71248,34,13,0
71280,34,13,1
71367,34,7,0
71383,95,5,1
71426,79,17,0
71496,87,8,1
71594,45,16,0
71753,49,9,1
71759,10,3,0
72060,94,6,1
72123,82,4,0
72125,12,3,0
72143,79,4,0
72153,34,14,1
72199,60,17,1
72238,34,1,0
72252,79,9,1
72348,45,21,0
72450,95,11,1
72504,66,12,0
72567,95,6,0
72595,10,7,0
72618,45,10,1
72754,37,12,0
72766,49,11,1
72882,45,4,1
72902,45,3,0
72930,94,12,0
72937,45,3,1
72967,27,2,1
73108,87,18,1
73108,54,20,0
73119,45,2,1
73144,45,4,1
73213,49,3,0
73229,34,17,1
73291,49,29,0
73457,45,3,1
73526,49,15,0
73528,45,2,0
73572,49,1,1
73748,45,4,1
73921,45,5,1
73946,95,4,0
73995,79,5,1
73996,93,16,1
74011,34,2,1
74030,93,2,1
74048,47,3,1
74262,45,10,1
74280,45,6,1
74286,34,9,1
74291,45,3,0
74304,45,9,1
74318,95,33,0
74426,99,4,0
74541,96,17,0
74642,95,26,0
74688,79,8,1
74733,40,6,1
74736,45,13,1
74767,45,5,1
74788,45,3,0
74789,10,3,0
74808,45,11,0
74857,79,23,1
74902,44,13,1
74941,34,1,1
74941,95,16,1
75026,34,6,0
75134,45,15,1
75169,45,1,1
75211,71,11,0
75219,86,3,1
75287,45,5,0
75344,34,11,1
75386,34,5,0
75402,79,21,0
75403,68,1,1
75567,45,14,1
75593,34,7,0
75601,29,8,1
75650,34,1,1
75692,53,7,1
75726,45,7,0
75760,10,2,0
75767,87,2,0
75775,45,5,1
75911,45,3,1
75981,49,27,1
76156,45,5,1
76226,1,7,1
76282,45,21,0
76483,1,4,0
76503,63,2,0
76521,45,12,1
76550,23,15,0
76621,45,3,1
76625,45,21,0
76671,27,4,0
76810,45,12,0
76865,25,3,1
76959,45,2,0
77004,95,6,0
77015,45,17,1
77039,49,9,0
77055,74,10,0
77260,45,8,0
77338,28,2,1
77354,99,1,0
77436,1,1,0
77447,49,1,1
77605,93,5,1
77682,45,17,1
77753,49,10,1
77902,34,6,0
78027,94,8,1
78085,93,2,1
78142,45,2,0
78298,34,3,1
78330,25,3,0
78351,45,2,0
78391,26,5,1
78529,65,6,0
78975,45,4,1
79102,10,2,1
79107,1,10,0
79126,49,15,0
79250,45,8,1
79279,34,16,0
79286,29,13,1
79348,95,14,1
79354,25,2,0
79448,23,3,1
79732,49,23,0
79780,100,6,0
79949,99,14,0
79953,45,2,1
80026,12,12,1
80050,45,13,0
80133,45,1,1
80148,45,3,1
80189,93,23,0
80283,45,15,1
80350,25,19,0
80382,83,1,1
80521,79,25,1
80530,99,23,1
80544,45,6,0
80564,45,22,1
80647,10,8,1
80709,67,1,0
80787,93,11,1
80862,54,17,0
80893,34,2,0
81051,45,15,1
81056,45,4,1
81335,79,4,1
81345,45,6,1
81412,45,4,1
81469,45,1,1
81483,49,10,1
81679,63,47,0
81746,49,2,1
81775,26,8,1
81808,45,28,0
81837,45,8,0
81853,63,7,1
81928,93,10,1
81949,12,9,1
82167,34,89,1
82173,12,23,0
82185,54,11,0
82207,49,5,0
82234,49,3,1
82238,79,14,0
82238,45,16,1
82243,74,28,1
82276,45,8,0
82322,79,12,0
82341,94,12,1
82388,23,9,1
82403,12,2,1
82497,4,23,0
82588,75,11,0
82631,1,2,1
82660,1,11,1
82681,45,10,1
82733,45,2,0
82750,93,6,0
82783,10,7,0
82878,45,13,0
82979,93,12,0
83158,45,3,1
83212,95,3,0
83212,10,7,1
83445,23,2,1
83485,45,10,0
83486,97,5,1
83523,25,5,0
83571,10,1,1
83605,43,9,0
83626,49,3,0
83644,23,4,1
83694,99,6,0
83707,79,14,0
83739,99,14,1
83770,45,6,1
83807,32,15,1
83808,45,8,1
83826,45,5,1
83936,45,6,1
83956,93,10,0
83957,28,1,0
83965,34,20,1
84042,25,13,0
84066,45,4,1
84132,83,7,0
84323,95,11,0
84387,45,1,1
84442,45,5,1
84537,4,5,1
84673,49,5,0
84721,93,11,1
84840,45,1,1
84985,46,1,1
85057,34,6,0
85064,45,10,1
85158,1,1,1
85233,45,4,1
85292,10,5,1
85352,23,3,0
85435,23,10,1
85459,10,16,1
85776,50,17,1
85932,1,4,0
86059,45,3,1
86062,50,16,0
86142,45,10,1
86257,49,12,0
86389,79,6,1
86493,34,3,1
86563,45,7,1
86651,49,4,1
86651,45,5,1
86660,79,4,1
86691,79,9,1
86773,28,4,1
86824,37,8,1
86857,87,13,0
86876,51,20,0
86913,34,6,1
87001,45,8,1
87053,49,2,1
87066,100,11,1
87112,93,6,0
87121,45,26,0
87180,46,18,1
87187,45,7,1
87214,45,5,0
87222,10,9,1
87226,49,5,0
87300,95,17,0
87396,34,6,0
87553,10,18,0
87625,100,10,1
87625,1,14,0
87806,45,21,0
87832,83,9,0
87928,50,9,0
87937,45,2,1
87946,1,5,1
87949,34,3,1
87964,45,8,1
87999,49,5,1
88032,34,2,1
88057,45,5,1
88081,49,1,1
88197,49,12,1
88233,49,9,1
88335,100,16,1
88404,79,6,1
88471,45,11,1
88486,45,10,1
88546,81,6,1
88601,45,5,1
88711,34,21,0
88752,45,8,1
